number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,state
87,0.5438910167311778,2024-03-19 16:51:11.233150,2024-03-19 16:52:22.041282,0 days 00:01:10.808132,6.716549628667532e-06,dart,0.497419182130667,0.0369005191874325,0.00034499246811623406,lossguide,0.29362146210266393,14,10,220,tree,0.0002726785825515988,uniform,0.00806674716596567,0.8883581923825622,COMPLETE
88,0.5421024422275448,2024-03-19 16:52:22.042275,2024-03-19 16:53:23.498364,0 days 00:01:01.456089,1.0298853720943369e-05,dart,0.7329151258966277,0.05006731429474606,0.00015016679336759487,depthwise,0.08786856409597193,13,10,200,tree,0.0009381775144870656,uniform,6.910795659214363e-05,0.7560355942291617,COMPLETE
89,0.538809738304927,2024-03-19 16:53:23.499060,2024-03-19 16:53:42.853069,0 days 00:00:19.354009,0.005623406703273089,gbtree,0.6616498126183261,0.08256433015512084,4.743348903721728e-06,depthwise,0.021151114009531465,15,12,220,,,,,0.9524466577307071,COMPLETE
90,0.5368276756948704,2024-03-19 16:53:42.855074,2024-03-19 16:54:51.564261,0 days 00:01:08.709187,0.00130143613403954,dart,0.40490923317227423,0.055848188558581126,0.0007817846393933142,depthwise,0.11775547256330472,14,10,220,tree,0.008467751100858458,weighted,0.000952045732718085,0.6982562109766492,COMPLETE
91,0.5436891200842229,2024-03-19 16:54:51.565261,2024-03-19 16:55:52.352620,0 days 00:01:00.787359,0.0001717310601887813,dart,0.7091709276689211,0.040769411409846024,0.006512152222086894,depthwise,0.034079911824280086,13,8,200,tree,0.0035701877535820933,uniform,0.0005889727083091113,0.9305419081843294,COMPLETE
92,0.5442674745829299,2024-03-19 16:55:52.353623,2024-03-19 16:56:58.717404,0 days 00:01:06.363781,0.0003391469112645174,dart,0.6168417033660831,0.03940780191756613,0.00159359437006678,depthwise,0.18745773957482936,17,8,210,tree,0.01440665358241452,uniform,0.0024402882160603316,0.8573592063043053,COMPLETE
93,0.46168948291142164,2024-03-19 16:56:58.718407,2024-03-19 16:57:47.765128,0 days 00:00:49.046721,8.440541354083207e-05,dart,0.676397613143318,0.04209430386607097,7.656209094392119e-05,depthwise,0.33124200112069324,13,8,200,tree,0.07622859266250495,uniform,0.0005002233055117797,0.3524116909619242,COMPLETE
94,0.5424877623417734,2024-03-19 16:57:47.766130,2024-03-19 16:58:48.600352,0 days 00:01:00.834222,4.311406383425637e-05,dart,0.5790762502636515,0.032830622932259974,0.000250589884705319,depthwise,0.047578434240278376,13,8,220,tree,0.006210805494855665,uniform,0.00031644561067129006,0.9615535248003679,COMPLETE
95,0.5433264395147506,2024-03-19 16:58:48.601345,2024-03-19 16:59:54.029096,0 days 00:01:05.427751,4.006260797343814e-06,dart,0.6957947625606137,0.044048567043110276,2.339580698392066e-05,depthwise,0.7077162163720895,14,10,220,forest,0.00010584946563464889,weighted,1.5206210338339688e-05,0.9135167311457504,COMPLETE
96,0.5375161222237936,2024-03-19 16:59:54.031100,2024-03-19 17:00:46.827837,0 days 00:00:52.796737,2.2145158364027802e-05,dart,0.2930072629729893,0.03505384066850771,0.003007339064888121,depthwise,0.39473090136285705,14,8,210,forest,0.03431403883233841,uniform,3.276681721909453e-05,0.9392064125155217,COMPLETE
97,0.5381670849503856,2024-03-19 17:00:46.829346,2024-03-19 17:01:45.687339,0 days 00:00:58.857993,0.01117681232803747,dart,0.5477688582379839,0.02983851376921314,0.0006818243413236855,depthwise,0.20705953842441072,12,10,220,forest,0.0012499870230108523,weighted,0.001231218854465582,0.779463860176371,COMPLETE
98,0.5407307348302093,2024-03-19 17:01:45.688342,2024-03-19 17:02:36.536388,0 days 00:00:50.848046,1.725317973416133e-06,dart,0.5173119775826222,0.037582907253065845,0.0011518605881602857,depthwise,0.06245451141059732,13,10,200,tree,0.0026870279930414657,weighted,0.003920175828083266,0.8773455507834538,COMPLETE
99,0.5306141482891015,2024-03-19 17:02:36.537389,2024-03-19 17:03:40.466150,0 days 00:01:03.928761,0.004667684988122272,dart,0.6444067932530182,0.09908271579029737,0.00042538068265655514,lossguide,0.00695582488527115,14,8,220,forest,0.007613527352516316,uniform,0.0006990427884463304,0.9820185028500946,COMPLETE
