number,values_0,values_1,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_n_estimators,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,system_attrs_nsga2:generation,state
84,0.4768515112485968,0.32862526772948286,2024-03-11 00:30:56.075742,2024-03-11 00:39:00.754059,0 days 00:08:04.678317,0.04501698171957631,dart,0.8539224721333569,0.11520937164594354,1.1525713577976892e-06,depthwise,0.0022308407902446505,5,3,120,tree,1.0570350499519513e-06,weighted,0.0003711469965209268,0.8789065773521354,1,COMPLETE
85,0.4821895880942826,0.3254760466175455,2024-03-11 00:39:00.754059,2024-03-11 00:49:31.425617,0 days 00:10:30.671558,0.00019551814420811102,gbtree,0.8374820661033608,0.02060420005231228,4.594797346100459e-06,depthwise,6.044853522677888e-05,7,10,240,,,,,0.7441133213364473,1,COMPLETE
86,0.39924465752377775,0.376816261881591,2024-03-11 00:49:31.433621,2024-03-11 00:55:41.798934,0 days 00:06:10.365313,0.02358566819456954,dart,0.8969286784439512,0.3500159014621514,0.17042160323246097,lossguide,8.582223009204053e-08,7,9,100,tree,0.3525718476101375,weighted,2.224434299982559e-07,0.5322514062056005,1,COMPLETE
87,0.3646610855303281,0.3965171056236197,2024-03-11 00:55:41.799937,2024-03-11 00:57:26.801736,0 days 00:01:45.001799,5.803134417451587e-07,gbtree,0.36881488839560195,0.3500159014621514,0.17042160323246097,lossguide,8.582223009204053e-08,5,9,140,,,,,0.5322514062056005,1,COMPLETE
88,0.3369880690343411,0.41039034736933655,2024-03-11 00:57:26.801736,2024-03-11 01:19:17.462515,0 days 00:21:50.660779,3.131888175442359e-07,dart,0.5986522956237007,0.4210676332232093,6.781108719473577e-07,depthwise,0.031152065406585886,5,8,240,tree,6.924146499991993e-07,uniform,0.0008085076633984022,0.6117027915913631,1,COMPLETE
89,0.4656797209882136,0.33530178039986264,2024-03-11 01:19:17.462515,2024-03-11 01:33:05.537933,0 days 00:13:48.075418,2.373154738479947e-07,gbtree,0.9369910364319811,0.23535482145363557,0.00016700075758326158,depthwise,0.0003266148023884961,7,5,300,,,,,0.7441133213364473,1,COMPLETE
90,0.2037361196207721,0.4991926926625537,2024-03-11 01:33:05.537933,2024-03-11 01:44:50.975583,0 days 00:11:45.437650,0.00013304395108282245,dart,0.6553357385100204,0.01177683824214609,2.078614796436453e-06,depthwise,1.366584431945659e-06,3,7,180,tree,0.008746223378232599,weighted,5.494726462128492e-06,0.6739580889594402,1,COMPLETE
91,0.4736657104429366,0.3314362502863094,2024-03-11 01:44:50.975583,2024-03-11 01:48:04.961540,0 days 00:03:13.985957,0.25694766262701807,gbtree,0.4001514208234145,0.2710827408738642,5.276687977623346e-05,lossguide,0.0009113573202946645,7,5,140,,,,,0.8187383565971695,1,COMPLETE
92,0.20661522037635421,0.4973891549691711,2024-03-11 01:48:04.961540,2024-03-11 02:01:05.344759,0 days 00:13:00.383219,0.016416089370779787,dart,0.31876058498170345,0.12319953211349169,0.002252084848621666,depthwise,0.17315637790632207,3,8,220,tree,0.2037259400550383,weighted,0.0014870646124217526,0.9284710063775932,1,COMPLETE
93,-1.4109277727819962,1.4642175121578953,2024-03-11 02:01:05.344759,2024-03-11 02:23:57.844713,0 days 00:22:52.499954,0.02358566819456954,dart,0.4425881602044994,0.46941473373329273,2.9591867268264144e-05,depthwise,9.643872349707158e-08,7,3,260,tree,1.4771745567882072e-08,uniform,3.4932511405897715e-05,0.2525123019886876,1,COMPLETE
94,0.31262237056751985,0.4313875879672503,2024-03-11 02:23:57.844713,2024-03-11 02:34:18.812733,0 days 00:10:20.968020,2.979405307487311e-07,dart,0.9166802676891896,0.030248844300544482,0.0036500976928503896,depthwise,8.289757786713208e-07,3,6,160,tree,0.00023093089497862925,weighted,7.170025646381479e-06,0.611900862551682,1,COMPLETE
95,0.502236957501937,0.3125754554768057,2024-03-11 02:34:18.812733,2024-03-11 02:38:39.045692,0 days 00:04:20.232959,0.45370463292692126,gbtree,0.4425881602044994,0.14316249081359564,0.016409454528734727,depthwise,0.0010178677058855484,5,2,260,,,,,0.7054960816591664,1,COMPLETE
96,0.4970797282811219,0.31671635747298643,2024-03-11 02:38:39.045692,2024-03-11 02:41:04.190858,0 days 00:02:25.145166,0.0002446324295458685,gbtree,0.25698804977739836,0.18548779688252395,9.694608773315474e-06,lossguide,2.60746851168921e-08,5,3,220,,,,,0.8874361744174744,1,COMPLETE
97,0.4335838555370758,0.3551213793981721,2024-03-11 02:41:04.190858,2024-03-11 02:47:25.960482,0 days 00:06:21.769624,3.131888175442359e-07,gbtree,0.5243427035910437,0.26956652673099607,2.9591867268264144e-05,lossguide,0.306581092304489,7,8,260,,,,,0.6117027915913631,1,COMPLETE
98,0.4660604397838922,0.33621552616424866,2024-03-11 02:47:25.962342,2024-03-11 03:03:16.423812,0 days 00:15:50.461470,0.00013304395108282245,dart,0.6553357385100204,0.04318322203966541,2.078614796436453e-06,lossguide,1.6798102332631126e-05,7,9,200,tree,0.011010288068646538,uniform,0.0022892290733665314,0.3470651392530642,1,COMPLETE
99,0.20695064577135272,0.49229085208400897,2024-03-11 03:03:16.431830,2024-03-11 03:05:42.607428,0 days 00:02:26.175598,0.17461987766704168,gbtree,0.4001514208234145,0.6408353624163442,0.043688983626531556,depthwise,6.839291170888804e-08,5,5,160,,,,,0.7223719079345432,1,COMPLETE
